Text;Date;Time;Draft;Facebook;Twitter;LinkedIn;GBP;Instagram;Pinterest;TikTok;YouTube;Threads;Bluesky;Picture Url 1;Picture Url 2;Shortener;Instagram Post Type;Facebook Post Type;First Comment Text
"Ab Oktober schließt die Küche um 21 statt um 22 Uhr, montags bleibt geschlossen. Der Aushang an der Tür ist schnell gemacht – aber wer vorher nachschaut, sieht noch die Sommerzeiten.

Saisonale Öffnungszeiten brauchen zwei Dinge: eine Stelle, an der sie stehen, und ein Datum, ab dem sie gelten.

Bei MainProfil lassen sich Ausnahmen und abweichende Zeiten je Standort mit Zeitraum eintragen. Besucher sehen auf einen Blick, was heute gilt und ab wann sich etwas ändert.

So funktioniert es:

https://mainprofil.com/gp";2026-10-01;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-01/2026-10-01-gp-01.png;;FALSE;;;
"Bevor ein neuer Lieferant freigegeben wird, prüft der Einkauf meist drei Dinge: Gibt es das Unternehmen wirklich? Stimmen Firmierung, Anschrift und Ansprechpartner? Und wann wurde das zuletzt geprüft?

Je mehr davon an einer Stelle nachvollziehbar steht, desto schneller geht die Freigabe – und desto weniger Rückfragen gehen hin und her.

Ein Unternehmensprofil bei MainProfil zeigt die Angaben mit Bestätigungsdatum; mit dem Siegel „Unabhängig verifiziert“ auch den Stichtag der Prüfung.

Mehr für Unternehmen:

https://mainprofil.com/gp";2026-10-01;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-01/2026-10-01-gp-02.png;;FALSE;;;
"Mit der ersten kalten Woche klingelt bei Heizungs- und Sanitärbetrieben das Telefon. Genau dann fallen alte Angaben auf: der Notdienst, der nicht mehr gilt, das Einsatzgebiet, das sich verändert hat, die Zeiten aus dem Sommer.

Drei Angaben, die sich jetzt lohnen: Notdienst und Erreichbarkeit, Öffnungszeiten je Standort, Einsatzgebiet.

Bei MainProfil stehen sie an einer dauerhaften Adresse – mit dem Datum, an dem Sie sie bestätigt haben. Kunden sehen, dass die Angaben frisch sind.

Jetzt nachsehen:

https://mainprofil.com/gp";2026-10-02;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-02/2026-10-02-gp-01.png;;FALSE;;;
"Viele Unternehmen haben bei MainProfil bereits ein Profil, ohne es angelegt zu haben. Es stammt aus öffentlichen Registerdaten der Jahre 2017 bis 2019 und kennt Name, Rechtsform und Sitz.

Was es nicht kennt: Öffnungszeiten, Standorte, Ansprechpartner, Leistungen – alles, was Kunden eigentlich suchen.

Das kann nur das Unternehmen selbst ergänzen. Die Übernahme ist kostenlos; danach pflegen Sie die Angaben und bestätigen sie mit Datum. Wer das nicht möchte, kann Angaben korrigieren oder das Profil entfernen lassen.

Ihr Profil suchen:

https://mainprofil.com/gp/uebernehmen";2026-10-02;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-02/2026-10-02-gp-02.png;;FALSE;;;
"Heute ist Tag der Deutschen Einheit. Wer heute einen Betrieb sucht, will vor allem eines wissen: geöffnet oder nicht?

Bei MainProfil lassen sich die gesetzlichen Feiertage des eigenen Bundeslands je Standort berücksichtigen, dazu Ausnahmen wie Betriebsurlaub oder Inventur mit Zeitraum. Besucher sehen dann nicht die normale Woche, sondern das, was heute tatsächlich gilt.

Einmal eingetragen, stimmt die Angabe auch beim nächsten Feiertag.

So richten Sie es ein:

https://mainprofil.com/gp";2026-10-03;11:00:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-03/2026-10-03-gp-01.png;;FALSE;;;
"Nicht jede Angabe im Netz hat dasselbe Gewicht.

Selbst gepflegt heißt: Das Unternehmen hat die Angabe eingetragen und mit Datum bestätigt. Das ist nachvollziehbar – aber es ist eine Selbstauskunft.

Unabhängig bestätigt heißt: Identität und Angaben wurden zu einem Stichtag geprüft. Bei MainProfil erkennbar am Siegel „Unabhängig verifiziert“, das nicht käuflich ist, abläuft und neu geprüft wird.

Beide Stufen stehen sichtbar getrennt – so weiß jeder, worauf er sich verlassen kann.

Mehr erfahren:

https://mainprofil.com/gp";2026-10-04;11:00:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-04/2026-10-04-gp-01.png;;FALSE;;;
"Montagmorgen, zwölf Anfragen vom Wochenende. Ein Teil davon fragt nach Dingen, die eigentlich öffentlich stehen: Wann haben Sie geöffnet? Wohin muss ich? Wer ist zuständig?

Je klarer diese Angaben an einer Stelle stehen, desto mehr Anfragen erledigen sich von selbst – und desto mehr Zeit bleibt für die, die wirklich Beratung brauchen.

Ein Unternehmensprofil bei MainProfil bündelt Zeiten, Standorte und Ansprechpartner an einer dauerhaften Adresse, mit Datum der letzten Bestätigung.

Jetzt ansehen:

https://mainprofil.com/gp";2026-10-05;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-05/2026-10-05-gp-01.png;;FALSE;;;
"Bevor Sie ein Profil bei MainProfil übernehmen, sehen Sie genau, was darin steht: Name, Rechtsform, Sitz und der Hinweis, aus welchen öffentlichen Registerdaten und von wann die Angaben stammen.

Das Profil ist als unbestätigt gekennzeichnet. Niemand behauptet, die Angaben seien aktuell – sie stammen aus den Jahren 2017 bis 2019.

Mit der kostenlosen Übernahme berichtigen und ergänzen Sie die Angaben und bestätigen sie mit Datum. Alternativ können Sie Angaben korrigieren oder das Profil entfernen lassen.

Ihr Profil ansehen:

https://mainprofil.com/gp/uebernehmen";2026-10-05;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-05/2026-10-05-gp-02.png;;FALSE;;;
"Welche Betriebe gibt es in Ihrer Stadt – und bei wem sind die Angaben aktuell?

MainProfil hat für jeden größeren Ort eine eigene Seite: alle Unternehmensprofile der Stadt, sortiert nach Branchen, mit Verifizierungsstand und dem Datum der letzten Bestätigung. Auch Filialen und Standorte von Unternehmen mit Sitz woanders erscheinen dort.

Für Kunden eine schnelle Übersicht, für Unternehmen ein Grund, die eigenen Angaben zu bestätigen.

Orte ansehen:

https://mainprofil.com/gp";2026-10-06;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-06/2026-10-06-gp-01.png;;FALSE;;;
"Ein Unternehmensprofil übernimmt nicht, wer zuerst klickt, sondern wer nachweist, dass er dafür zuständig ist.

Bei MainProfil geht das über eine E-Mail-Adresse der Unternehmensdomain, einen DNS-Eintrag, eine Prüfdatei auf der Website – oder, wenn es keine eigene Domain gibt, über ein Dokument mit Firmenname und Anschrift, etwa einen Registerauszug. Ausweisdokumente werden nicht verlangt.

Die Übernahme ist kostenlos. Wer kein Profil möchte, kann Angaben korrigieren oder das Profil entfernen lassen.

Ihr Profil finden:

https://mainprofil.com/gp/uebernehmen";2026-10-06;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-06/2026-10-06-gp-02.png;;FALSE;;;
"Ein Siegel, das nie abläuft, sagt nach drei Jahren nichts mehr darüber, ob die Angaben noch stimmen.

Deshalb trägt das Siegel „Unabhängig verifiziert“ bei MainProfil ein Ablaufdatum. Vor Ablauf wird neu geprüft – Identität, Angaben, Stichtag. Erst danach gibt es einen neuen Stand. Verlängert wird nichts automatisch.

So bleibt jederzeit sichtbar, wie aktuell eine Prüfung ist. Das Siegel ist nicht käuflich und vom Tarif getrennt.

Mehr zur Verifizierung:

https://mainprofil.com/gp";2026-10-07;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-07/2026-10-07-gp-01.png;;FALSE;;;
"Wenn der Einkauf einen möglichen Lieferanten nachschlägt und ein Profil mit dem Vermerk „seitdem nicht vom Unternehmen bestätigt“ findet, bleibt eine Frage offen: Stimmt das noch?

Das ist kein Vorwurf – die Angaben stammen aus öffentlichen Registerdaten der Jahre 2017 bis 2019. Aber es ist ein Punkt, den man vor dem ersten Gespräch klären kann.

Mit der kostenlosen Übernahme bestätigen Sie Ihre Angaben mit Datum und ergänzen, was fehlt. Wer das nicht möchte, lässt Angaben korrigieren oder das Profil entfernen.

Ihr Profil prüfen:

https://mainprofil.com/gp/uebernehmen";2026-10-07;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-07/2026-10-07-gp-02.png;;FALSE;;;
"Zwei Fragen, die man jeder Unternehmensangabe im Netz stellen sollte: Woher stammt sie? Und wann hat sie zuletzt jemand bestätigt?

Bei MainProfil beantwortet das Profil beides selbst. Registerangaben zeigen ihre Quelle und den Stand; selbst gepflegte Angaben tragen das Datum ihrer Bestätigung.

So entsteht keine Illusion von Aktualität – sondern eine Angabe, deren Alter jeder erkennen kann.

Mehr erfahren:

https://mainprofil.com/gp";2026-10-08;09:15:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-08/2026-10-08-gp-01.png;;FALSE;;;
"Auf über 227.000 Profilen bei MainProfil steht ein Vermerk wie: „Registerdaten vom … · seitdem nicht vom Unternehmen bestätigt.“

Das Datum darin ist der Registerstand. Die Angaben stammen aus öffentlichen Registerdaten (OpenCorporates / offeneregister.de) der Jahre 2017 bis 2019 – sie können also längst überholt sein.

Auf den heutigen Stand bringen kann sie nur das Unternehmen selbst: Profil kostenlos übernehmen, Angaben berichtigen und mit Datum bestätigen. Oder Angaben korrigieren beziehungsweise das Profil entfernen lassen.

Welcher Stand steht bei Ihnen?

https://mainprofil.com/gp/uebernehmen";2026-10-08;15:45:00;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-08/2026-10-08-gp-02.png;;FALSE;;;
